id,name,acronym,atlas_id,parent_structure_id,parent_name,parent_acronym,voxels_in_structure
278,Striatum-like amygdalar nuclei,sAMY,317,477,Striatum,STR,1679
23,Anterior amygdalar area,AAA,2,278,Striatum-like amygdalar nuclei,sAMY,53782
292,Bed nucleus of the accessory olfactory tract,BA,460,278,Striatum-like amygdalar nuclei,sAMY,2736
536,Central amygdalar nucleus,CEA,66,278,Striatum-like amygdalar nuclei,sAMY,0
544,"Central amygdalar nucleus, capsular part",CEAc,67,536,Central amygdalar nucleus,CEA,38297
551,"Central amygdalar nucleus, lateral part",CEAl,68,536,Central amygdalar nucleus,CEA,31874
559,"Central amygdalar nucleus, medial part",CEAm,69,536,Central amygdalar nucleus,CEA,92834
1105,Intercalated amygdalar nucleus,IA,137,278,Striatum-like amygdalar nuclei,sAMY,22732
403,Medial amygdalar nucleus,MEA,191,278,Striatum-like amygdalar nuclei,sAMY,211645
411,"Medial amygdalar nucleus, anterodorsal part",MEAad,192,403,Medial amygdalar nucleus,MEA,0
418,"Medial amygdalar nucleus, anteroventral part",MEAav,193,403,Medial amygdalar nucleus,MEA,0
426,"Medial amygdalar nucleus, posterodorsal part",MEApd,194,403,Medial amygdalar nucleus,MEA,0
472,"Medial amygdalar nucleus, posterodorsal part, sublayer a",MEApd-a,907,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0
480,"Medial amygdalar nucleus, posterodorsal part, sublayer b",MEApd-b,908,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0
487,"Medial amygdalar nucleus, posterodorsal part, sublayer c",MEApd-c,909,426,"Medial amygdalar nucleus, posterodorsal part",MEApd,0
435,"Medial amygdalar nucleus, posteroventral part",MEApv,195,403,Medial amygdalar nucleus,MEA,0
803,Pallidum,PAL,241,623,Cerebral nuclei,CNU,137793
818,"Pallidum, dorsal region",PALd,243,803,Pallidum,PAL,0
1022,"Globus pallidus, external segment",GPe,127,818,"Pallidum, dorsal region",PALd,145963
1031,"Globus pallidus, internal segment",GPi,128,818,"Pallidum, dorsal region",PALd,37728
835,"Pallidum, ventral region",PALv,245,803,Pallidum,PAL,0
342,Substantia innominata,SI,325,835,"Pallidum, ventral region",PALv,320297
298,Magnocellular nucleus,MA,178,835,"Pallidum, ventral region",PALv,42056
826,"Pallidum, medial region",PALm,244,803,Pallidum,PAL,0
904,Medial septal complex,MSC,395,826,"Pallidum, medial region",PALm,0
564,Medial septal nucleus,MS,211,904,Medial septal complex,MSC,43591
596,Diagonal band nucleus,NDB,215,904,Medial septal complex,MSC,78295
581,Triangular nucleus of septum,TRS,355,826,"Pallidum, medial region",PALm,36294
809,"Pallidum, caudal region",PALc,242,803,Pallidum,PAL,0
351,Bed nuclei of the stria terminalis,BST,43,809,"Pallidum, caudal region",PALc,160432
359,"Bed nuclei of the stria terminalis, anterior division",BSTa,44,351,Bed nuclei of the stria terminalis,BST,0
537,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",BSTal,774,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",BSTam,769,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus",BSTdm,770,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
513,"Bed nuclei of the stria terminalis, anterior division, fusiform nucleus",BSTfu,771,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
546,"Bed nuclei of the stria terminalis, anterior division, juxtacapsular nucleus",BSTju,775,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
521,"Bed nuclei of the stria terminalis, anterior division, magnocellular nucleus",BSTmg,772,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
554,"Bed nuclei of the stria terminalis, anterior division, oval nucleus",BSTov,776,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
562,"Bed nuclei of the stria terminalis, anterior division, rhomboid nucleus",BSTrh,777,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
529,"Bed nuclei of the stria terminalis, anterior division, ventral nucleus",BSTv,773,359,"Bed nuclei of the stria terminalis, anterior division",BSTa,0
367,"Bed nuclei of the stria terminalis, posterior division",BSTp,45,351,Bed nuclei of the stria terminalis,BST,0
569,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",BSTd,778,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0
578,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",BSTpr,779,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0
585,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",BSTif,780,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0
594,"Bed nuclei of the stria terminalis, posterior division, transverse nucleus",BSTtr,781,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0
602,"Bed nuclei of the stria terminalis, posterior division, strial extension",BSTse,782,367,"Bed nuclei of the stria terminalis, posterior division",BSTp,0
287,Bed nucleus of the anterior commissure,BAC,35,809,"Pallidum, caudal region",PALc,832
343,Brain stem,BS,42,8,Basic cell groups and regions,grey,0
1129,Interbrain,IB,140,343,Brain stem,BS,0
549,Thalamus,TH,351,1129,Interbrain,IB,126188
864,"Thalamus, sensory-motor cortex related",DORsm,107,549,Thalamus,TH,0
637,Ventral group of the dorsal thalamus,VENT,362,864,"Thalamus, sensory-motor cortex related",DORsm,0
629,Ventral anterior-lateral complex of the thalamus,VAL,361,637,Ventral group of the dorsal thalamus,VENT,76287
685,Ventral medial nucleus of the thalamus,VM,368,637,Ventral group of the dorsal thalamus,VENT,85069
709,Ventral posterior complex of the thalamus,VP,371,637,Ventral group of the dorsal thalamus,VENT,0
718,Ventral posterolateral nucleus of the thalamus,VPL,372,709,Ventral posterior complex of the thalamus,VP,76975
725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,373,709,Ventral posterior complex of the thalamus,VP,8398
733,Ventral posteromedial nucleus of the thalamus,VPM,374,709,Ventral posterior complex of the thalamus,VP,143989
741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,375,709,Ventral posterior complex of the thalamus,VP,18823
563807424,Posterior triangular thalamic nucleus,PoT,,637,Ventral group of the dorsal thalamus,VENT,27546
406,Subparafascicular nucleus,SPF,333,864,"Thalamus, sensory-motor cortex related",DORsm,0
414,"Subparafascicular nucleus, magnocellular part",SPFm,334,406,Subparafascicular nucleus,SPF,5975
422,"Subparafascicular nucleus, parvicellular part",SPFp,335,406,Subparafascicular nucleus,SPF,18464
609,Subparafascicular area,SPA,783,864,"Thalamus, sensory-motor cortex related",DORsm,11725
1044,Peripeduncular nucleus,PP,271,864,"Thalamus, sensory-motor cortex related",DORsm,5877
1008,"Geniculate group, dorsal thalamus",GENd,125,864,"Thalamus, sensory-motor cortex related",DORsm,0
475,Medial geniculate complex,MG,200,1008,"Geniculate group, dorsal thalamus",GENd,3733
1072,"Medial geniculate complex, dorsal part",MGd,416,475,Medial geniculate complex,MG,17034
1079,"Medial geniculate complex, ventral part",MGv,417,475,Medial geniculate complex,MG,27176
1088,"Medial geniculate complex, medial part",MGm,418,475,Medial geniculate complex,MG,23554
170,Dorsal part of the lateral geniculate complex,LGd,162,1008,"Geniculate group, dorsal thalamus",GENd,274
496345664,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,,170,Dorsal part of the lateral geniculate complex,LGd,62996
496345668,"Dorsal part of the lateral geniculate complex, core",LGd-co,,170,Dorsal part of the lateral geniculate complex,LGd,0
496345672,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,,170,Dorsal part of the lateral geniculate complex,LGd,0
856,"Thalamus, polymodal association cortex related",DORpm,106,549,Thalamus,TH,0
138,Lateral group of the dorsal thalamus,LAT,158,856,"Thalamus, polymodal association cortex related",DORpm,0
218,Lateral posterior nucleus of the thalamus,LP,168,138,Lateral group of the dorsal thalamus,LAT,103711
1020,Posterior complex of the thalamus,PO,268,138,Lateral group of the dorsal thalamus,LAT,114761
1029,Posterior limiting nucleus of the thalamus,POL,269,138,Lateral group of the dorsal thalamus,LAT,19679
325,Suprageniculate nucleus,SGN,323,138,Lateral group of the dorsal thalamus,LAT,18096
560581551,Ethmoid nucleus of the thalamus,Eth,,138,Lateral group of the dorsal thalamus,LAT,0
560581555,Retroethmoid nucleus,REth,,138,Lateral group of the dorsal thalamus,LAT,0
239,Anterior group of the dorsal thalamus,ATN,29,856,"Thalamus, polymodal association cortex related",DORpm,0
255,Anteroventral nucleus of thalamus,AV,31,239,Anterior group of the dorsal thalamus,ATN,49675
127,Anteromedial nucleus,AM,15,239,Anterior group of the dorsal thalamus,ATN,0
1096,"Anteromedial nucleus, dorsal part",AMd,419,127,Anteromedial nucleus,AM,25286
1104,"Anteromedial nucleus, ventral part",AMv,420,127,Anteromedial nucleus,AM,18133
64,Anterodorsal nucleus,AD,7,239,Anterior group of the dorsal thalamus,ATN,21497
1120,Interanteromedial nucleus of the thalamus,IAM,139,239,Anterior group of the dorsal thalamus,ATN,4042
1113,Interanterodorsal nucleus of the thalamus,IAD,138,239,Anterior group of the dorsal thalamus,ATN,11848
155,Lateral dorsal nucleus of thalamus,LD,160,239,Anterior group of the dorsal thalamus,ATN,103168
444,Medial group of the dorsal thalamus,MED,196,856,"Thalamus, polymodal association cortex related",DORpm,0
59,Intermediodorsal nucleus of the thalamus,IMD,148,444,Medial group of the dorsal thalamus,MED,15766
362,Mediodorsal nucleus of thalamus,MD,186,444,Medial group of the dorsal thalamus,MED,124243
617,"Mediodorsal nucleus of the thalamus, central part",MDc,784,362,Mediodorsal nucleus of thalamus,MD,0
626,"Mediodorsal nucleus of the thalamus, lateral part",MDl,785,362,Mediodorsal nucleus of thalamus,MD,0
636,"Mediodorsal nucleus of the thalamus, medial part",MDm,786,362,Mediodorsal nucleus of thalamus,MD,0
366,Submedial nucleus of the thalamus,SMT,328,444,Medial group of the dorsal thalamus,MED,29537
1077,Perireunensis nucleus,PR,275,444,Medial group of the dorsal thalamus,MED,16052
571,Midline group of the dorsal thalamus,MTN,212,856,"Thalamus, polymodal association cortex related",DORpm,0
149,Paraventricular nucleus of the thalamus,PVT,301,571,Midline group of the dorsal thalamus,MTN,51144
15,Parataenial nucleus,PT,284,571,Midline group of the dorsal thalamus,MTN,26351
181,Nucleus of reuniens,RE,305,571,Midline group of the dorsal thalamus,MTN,55038
560581559,Xiphoid thalamic nucleus,Xi,,571,Midline group of the dorsal thalamus,MTN,0
51,Intralaminar nuclei of the dorsal thalamus,ILM,147,856,"Thalamus, polymodal association cortex related",DORpm,0
189,Rhomboid nucleus,RH,306,51,Intralaminar nuclei of the dorsal thalamus,ILM,8577
599,Central medial nucleus of the thalamus,CM,74,51,Intralaminar nuclei of the dorsal thalamus,ILM,23058
907,Paracentral nucleus,PCN,254,51,Intralaminar nuclei of the dorsal thalamus,ILM,20781
575,Central lateral nucleus of the thalamus,CL,71,51,Intralaminar nuclei of the dorsal thalamus,ILM,32099
930,Parafascicular nucleus,PF,257,51,Intralaminar nuclei of the dorsal thalamus,ILM,43042
560581563,Posterior intralaminar thalamic nucleus,PIL,,51,Intralaminar nuclei of the dorsal thalamus,ILM,0
262,Reticular nucleus of the thalamus,RT,315,856,"Thalamus, polymodal association cortex related",DORpm,136133
1014,"Geniculate group, ventral thalamus",GENv,126,856,"Thalamus, polymodal association cortex related",DORpm,0
27,Intergeniculate leaflet of the lateral geniculate complex,IGL,144,1014,"Geniculate group, ventral thalamus",GENv,6488
563807439,Intermediate geniculate nucleus,IntG,,1014,"Geniculate group, ventral thalamus",GENv,0
178,Ventral part of the lateral geniculate complex,LGv,163,1014,"Geniculate group, ventral thalamus",GENv,38689
300,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,461,178,Ventral part of the lateral geniculate complex,LGv,0
316,"Ventral part of the lateral geniculate complex, medial zone",LGvm,463,178,Ventral part of the lateral geniculate complex,LGv,0
321,Subgeniculate nucleus,SubG,464,1014,"Geniculate group, ventral thalamus",GENv,2463
958,Epithalamus,EPI,119,856,"Thalamus, polymodal association cortex related",DORpm,0
483,Medial habenula,MH,201,958,Epithalamus,EPI,32732
186,Lateral habenula,LH,164,958,Epithalamus,EPI,30764
953,Pineal body,PIN,260,958,Epithalamus,EPI,0
1097,Hypothalamus,HY,136,1129,Interbrain,IB,411293
157,Periventricular zone,PVZ,302,1097,Hypothalamus,HY,0
390,Supraoptic nucleus,SO,331,157,Periventricular zone,PVZ,4805
332,Accessory supraoptic group,ASO,465,157,Periventricular zone,PVZ,643
432,Nucleus circularis,NC,902,332,Accessory supraoptic group,ASO,0
38,Paraventricular hypothalamic nucleus,PVH,287,157,Periventricular zone,PVZ,22156
71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,291,38,Paraventricular hypothalamic nucleus,PVH,0
47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",PVHam,288,71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,0
79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",PVHmm,292,71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,0
103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,295,71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,0
652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,788,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,0
660,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,789,103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,0
94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,294,38,Paraventricular hypothalamic nucleus,PVH,0
55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",PVHap,289,94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,0
87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",PVHmpd,293,94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,0
110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",PVHpv,296,94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,0
30,"Periventricular hypothalamic nucleus, anterior part",PVa,286,157,Periventricular zone,PVZ,4814
118,"Periventricular hypothalamic nucleus, intermediate part",PVi,297,157,Periventricular zone,PVZ,17728
223,Arcuate hypothalamic nucleus,ARH,27,157,Periventricular zone,PVZ,27153
141,Periventricular region,PVR,300,1097,Hypothalamus,HY,0
72,Anterodorsal preoptic nucleus,ADP,8,141,Periventricular region,PVR,12133
80,Anterior hypothalamic area,AHA,9,141,Periventricular region,PVR,0
263,Anteroventral preoptic nucleus,AVP,32,141,Periventricular region,PVR,9533
272,Anteroventral periventricular nucleus,AVPV,33,141,Periventricular region,PVR,18282
830,Dorsomedial nucleus of the hypothalamus,DMH,103,141,Periventricular region,PVR,35375
668,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,790,830,Dorsomedial nucleus of the hypothalamus,DMH,0
676,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,791,830,Dorsomedial nucleus of the hypothalamus,DMH,0
684,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,792,830,Dorsomedial nucleus of the hypothalamus,DMH,0
452,Median preoptic nucleus,MEPO,197,141,Periventricular region,PVR,4971
523,Medial preoptic area,MPO,206,141,Periventricular region,PVR,66373
763,Vascular organ of the lamina terminalis,OV,236,141,Periventricular region,PVR,1058
914,Posterodorsal preoptic nucleus,PD,255,141,Periventricular region,PVR,1394
1109,Parastrial nucleus,PS,279,141,Periventricular region,PVR,11716
1124,Suprachiasmatic preoptic nucleus,PSCH,281,141,Periventricular region,PVR,0
126,"Periventricular hypothalamic nucleus, posterior part",PVp,298,141,Periventricular region,PVR,11651
133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,299,141,Periventricular region,PVR,15772
347,Subparaventricular zone,SBPV,467,141,Periventricular region,PVR,11037
286,Suprachiasmatic nucleus,SCH,318,141,Periventricular region,PVR,6638
338,Subfornical organ,SFO,466,141,Periventricular region,PVR,2736
576073699,Ventromedial preoptic nucleus,VMPO,,141,Periventricular region,PVR,0
689,Ventrolateral preoptic nucleus,VLPO,793,141,Periventricular region,PVR,7286
467,Hypothalamic medial zone,MEZ,199,1097,Hypothalamus,HY,0
88,Anterior hypothalamic nucleus,AHN,10,467,Hypothalamic medial zone,MEZ,81915
700,"Anterior hypothalamic nucleus, anterior part",AHNa,794,88,Anterior hypothalamic nucleus,AHN,0
708,"Anterior hypothalamic nucleus, central part",AHNc,795,88,Anterior hypothalamic nucleus,AHN,0
716,"Anterior hypothalamic nucleus, dorsal part",AHNd,796,88,Anterior hypothalamic nucleus,AHN,0
724,"Anterior hypothalamic nucleus, posterior part",AHNp,797,88,Anterior hypothalamic nucleus,AHN,0
331,Mammillary body,MBO,182,467,Hypothalamic medial zone,MEZ,0
210,Lateral mammillary nucleus,LM,167,331,Mammillary body,MBO,6492
491,Medial mammillary nucleus,MM,202,331,Mammillary body,MBO,39374
732,"Medial mammillary nucleus, median part",MMme,798,491,Medial mammillary nucleus,MM,7402
606826647,"Medial mammillary nucleus, lateral part",MMl,,491,Medial mammillary nucleus,MM,0
606826651,"Medial mammillary nucleus, medial part",MMm,,491,Medial mammillary nucleus,MM,0
606826655,"Medial mammillary nucleus, posterior part",MMp,,491,Medial mammillary nucleus,MM,0
606826659,"Medial mammillary nucleus, dorsal part",MMd,,491,Medial mammillary nucleus,MM,0
525,Supramammillary nucleus,SUM,348,331,Mammillary body,MBO,24535
1110,"Supramammillary nucleus, lateral part",SUMl,421,525,Supramammillary nucleus,SUM,0
1118,"Supramammillary nucleus, medial part",SUMm,422,525,Supramammillary nucleus,SUM,0
557,Tuberomammillary nucleus,TM,352,331,Mammillary body,MBO,0
1126,"Tuberomammillary nucleus, dorsal part",TMd,423,557,Tuberomammillary nucleus,TM,3175
1,"Tuberomammillary nucleus, ventral part",TMv,424,557,Tuberomammillary nucleus,TM,13542
515,Medial preoptic nucleus,MPN,205,467,Hypothalamic medial zone,MEZ,48175
740,"Medial preoptic nucleus, central part",MPNc,799,515,Medial preoptic nucleus,MPN,0
748,"Medial preoptic nucleus, lateral part",MPNl,800,515,Medial preoptic nucleus,MPN,0
756,"Medial preoptic nucleus, medial part",MPNm,801,515,Medial preoptic nucleus,MPN,0
980,Dorsal premammillary nucleus,PMd,263,467,Hypothalamic medial zone,MEZ,12359
1004,Ventral premammillary nucleus,PMv,266,467,Hypothalamic medial zone,MEZ,17613
63,"Paraventricular hypothalamic nucleus, descending division",PVHd,290,467,Hypothalamic medial zone,MEZ,14087
439,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,903,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0
447,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,904,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0
455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,905,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0
464,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,906,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0
693,Ventromedial hypothalamic nucleus,VMH,369,467,Hypothalamic medial zone,MEZ,51522
761,"Ventromedial hypothalamic nucleus, anterior part",VMHa,802,693,Ventromedial hypothalamic nucleus,VMH,0
769,"Ventromedial hypothalamic nucleus, central part",VMHc,803,693,Ventromedial hypothalamic nucleus,VMH,0
777,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,804,693,Ventromedial hypothalamic nucleus,VMH,0
785,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,805,693,Ventromedial hypothalamic nucleus,VMH,0
946,Posterior hypothalamic nucleus,PH,259,467,Hypothalamic medial zone,MEZ,66775
290,Hypothalamic lateral zone,LZ,177,1097,Hypothalamus,HY,0
194,Lateral hypothalamic area,LHA,165,290,Hypothalamic lateral zone,LZ,224280
226,Lateral preoptic area,LPO,169,290,Hypothalamic lateral zone,LZ,67710
356,Preparasubthalamic nucleus,PST,468,290,Hypothalamic lateral zone,LZ,1060
364,Parasubthalamic nucleus,PSTN,469,290,Hypothalamic lateral zone,LZ,13151
576073704,Perifornical nucleus,PeF,,290,Hypothalamic lateral zone,LZ,0
173,Retrochiasmatic area,RCH,304,290,Hypothalamic lateral zone,LZ,14930
470,Subthalamic nucleus,STN,341,290,Hypothalamic lateral zone,LZ,14492
614,Tuberal nucleus,TU,359,290,Hypothalamic lateral zone,LZ,55477
797,Zona incerta,ZI,382,290,Hypothalamic lateral zone,LZ,134875
796,Dopaminergic A13 group,A13,806,797,Zona incerta,ZI,0
804,Fields of Forel,FF,807,797,Zona incerta,ZI,19604
10671,Median eminence,ME,,1097,Hypothalamus,HY,6430
313,Midbrain,MB,180,343,Brain stem,BS,699668
339,"Midbrain, sensory related",MBsen,183,313,Midbrain,MB,0
302,"Superior colliculus, sensory related",SCs,320,339,"Midbrain, sensory related",MBsen,0
851,"Superior colliculus, optic layer",SCop,813,302,"Superior colliculus, sensory related",SCs,57516
842,"Superior colliculus, superficial gray layer",SCsg,812,302,"Superior colliculus, sensory related",SCs,140450
834,"Superior colliculus, zonal layer",SCzo,811,302,"Superior colliculus, sensory related",SCs,33603
4,Inferior colliculus,IC,141,339,"Midbrain, sensory related",MBsen,22705
811,"Inferior colliculus, central nucleus",ICc,808,4,Inferior colliculus,IC,131210
820,"Inferior colliculus, dorsal nucleus",ICd,809,4,Inferior colliculus,IC,139506
828,"Inferior colliculus, external nucleus",ICe,810,4,Inferior colliculus,IC,199223
580,Nucleus of the brachium of the inferior colliculus,NB,213,339,"Midbrain, sensory related",MBsen,9057
271,Nucleus sagulum,SAG,316,339,"Midbrain, sensory related",MBsen,8408
874,Parabigeminal nucleus,PBG,250,339,"Midbrain, sensory related",MBsen,4892
460,Midbrain trigeminal nucleus,MEV,198,339,"Midbrain, sensory related",MBsen,997
599626944,Subcommissural organ,SCO,,339,"Midbrain, sensory related",MBsen,1479
323,"Midbrain, motor related",MBmot,181,313,Midbrain,MB,0
381,"Substantia nigra, reticular part",SNr,330,323,"Midbrain, motor related",MBmot,125825
749,Ventral tegmental area,VTA,376,323,"Midbrain, motor related",MBmot,34125
607344830,Paranigral nucleus,PN,,323,"Midbrain, motor related",MBmot,0
246,"Midbrain reticular nucleus, retrorubral area",RR,313,323,"Midbrain, motor related",MBmot,12002
128,Midbrain reticular nucleus,MRN,864,323,"Midbrain, motor related",MBmot,488301
539,"Midbrain reticular nucleus, magnocellular part",MRNm,208,128,Midbrain reticular nucleus,MRN,0
548,"Midbrain reticular nucleus, magnocellular part, general",MRNmg,209,128,Midbrain reticular nucleus,MRN,0
555,"Midbrain reticular nucleus, parvicellular part",MRNp,210,128,Midbrain reticular nucleus,MRN,0
294,"Superior colliculus, motor related",SCm,319,323,"Midbrain, motor related",MBmot,0
26,"Superior colliculus, motor related, deep gray layer",SCdg,427,294,"Superior colliculus, motor related",SCm,106176
42,"Superior colliculus, motor related, deep white layer",SCdw,429,294,"Superior colliculus, motor related",SCm,29573
17,"Superior colliculus, motor related, intermediate white layer",SCiw,426,294,"Superior colliculus, motor related",SCm,194194
10,"Superior colliculus, motor related, intermediate gray layer",SCig,425,294,"Superior colliculus, motor related",SCm,192498
494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,910,10,"Superior colliculus, motor related, intermediate gray layer",SCig,162
503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,911,10,"Superior colliculus, motor related, intermediate gray layer",SCig,150
511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,912,10,"Superior colliculus, motor related, intermediate gray layer",SCig,0
795,Periaqueductal gray,PAG,240,323,"Midbrain, motor related",MBmot,431756
50,Precommissural nucleus,PRC,430,795,Periaqueductal gray,PAG,17043
67,Interstitial nucleus of Cajal,INC,149,795,Periaqueductal gray,PAG,7198
587,Nucleus of Darkschewitsch,ND,214,795,Periaqueductal gray,PAG,8005
614454272,Supraoculomotor periaqueductal gray,Su3,,795,Periaqueductal gray,PAG,4395
1100,Pretectal region,PRT,278,323,"Midbrain, motor related",MBmot,0
215,Anterior pretectal nucleus,APN,26,1100,Pretectal region,PRT,117776
531,Medial pretectal area,MPT,207,1100,Pretectal region,PRT,4948
628,Nucleus of the optic tract,NOT,219,1100,Pretectal region,PRT,18927
634,Nucleus of the posterior commissure,NPC,220,1100,Pretectal region,PRT,31593
706,Olivary pretectal nucleus,OP,229,1100,Pretectal region,PRT,6234
1061,Posterior pretectal nucleus,PPT,273,1100,Pretectal region,PRT,14046
549009203,Retroparafascicular nucleus,RPF,,1100,Pretectal region,PRT,0
549009207,Intercollicular nucleus,InCo,,323,"Midbrain, motor related",MBmot,0
616,Cuneiform nucleus,CUN,76,323,"Midbrain, motor related",MBmot,56509
214,Red nucleus,RN,309,323,"Midbrain, motor related",MBmot,70348
35,Oculomotor nucleus,III,145,323,"Midbrain, motor related",MBmot,3413
549009211,Medial accesory oculomotor nucleus,MA3,,323,"Midbrain, motor related",MBmot,0
975,Edinger-Westphal nucleus,EW,121,323,"Midbrain, motor related",MBmot,2378
115,Trochlear nucleus,IV,155,323,"Midbrain, motor related",MBmot,864
606826688,Paratrochlear nucleus,Pa4,,323,"Midbrain, motor related",MBmot,9529
757,Ventral tegmental nucleus,VTN,377,323,"Midbrain, motor related",MBmot,3804
231,Anterior tegmental nucleus,AT,28,323,"Midbrain, motor related",MBmot,4076
66,Lateral terminal nucleus of the accessory optic tract,LT,432,323,"Midbrain, motor related",MBmot,1612
75,Dorsal terminal nucleus of the accessory optic tract,DT,433,323,"Midbrain, motor related",MBmot,1256
58,Medial terminal nucleus of the accessory optic tract,MT,431,323,"Midbrain, motor related",MBmot,3583
615,"Substantia nigra, lateral part",SNl,925,323,"Midbrain, motor related",MBmot,0
348,"Midbrain, behavioral state related",MBsta,184,313,Midbrain,MB,0
374,"Substantia nigra, compact part",SNc,329,348,"Midbrain, behavioral state related",MBsta,16229
1052,Pedunculopontine nucleus,PPN,272,348,"Midbrain, behavioral state related",MBsta,88506
165,Midbrain raphe nuclei,RAmb,303,348,"Midbrain, behavioral state related",MBsta,0
12,Interfascicular nucleus raphe,IF,142,165,Midbrain raphe nuclei,RAmb,7711
100,Interpeduncular nucleus,IPN,153,165,Midbrain raphe nuclei,RAmb,1106
607344834,"Interpeduncular nucleus, rostral",IPR,,100,Interpeduncular nucleus,IPN,0
607344838,"Interpeduncular nucleus, caudal",IPC,,100,Interpeduncular nucleus,IPN,0
607344842,"Interpeduncular nucleus, apical",IPA,,100,Interpeduncular nucleus,IPN,0
607344846,"Interpeduncular nucleus, lateral",IPL,,100,Interpeduncular nucleus,IPN,0
607344850,"Interpeduncular nucleus, intermediate",IPI,,100,Interpeduncular nucleus,IPN,0
607344854,"Interpeduncular nucleus, dorsomedial",IPDM,,100,Interpeduncular nucleus,IPN,0
607344858,"Interpeduncular nucleus, dorsolateral",IPDL,,100,Interpeduncular nucleus,IPN,0
607344862,"Interpeduncular nucleus, rostrolateral",IPRL,,100,Interpeduncular nucleus,IPN,0
197,Rostral linear nucleus raphe,RL,307,165,Midbrain raphe nuclei,RAmb,5116
591,Central linear nucleus raphe,CLI,73,165,Midbrain raphe nuclei,RAmb,8488
872,Dorsal nucleus raphe,DR,108,165,Midbrain raphe nuclei,RAmb,17699
1065,Hindbrain,HB,132,343,Brain stem,BS,0
771,Pons,P,237,1065,Hindbrain,HB,393167
1132,"Pons, sensory related",P-sen,282,771,Pons,P,0
